CountryCode,SeriesCode,DESCRIPTION
"BHR","MS.MIL.XPND.ZS","1971-2004, 2011-2012, 2014-2019 SIPRI estimates."
"BHR","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. From 2015 the expenditure figures used were the ones provided by the country to UNWTO, as this data series is more complete than that provided by the International Monetary Fund (IMF)."
"BHR","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders. From 2015, break in the series. Source: Inbound tourism survey. Excluding nationals residing abroad."
"BHR","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"BHS","IT.NET.BBND.P2","Batelco, Bahamas Telecommunications Corporation."
"BHS","IT.MLT.MAIN.P2","Batelco, Bahamas Telecommunications Corporation."
"BHS","SM.POP.NETM","Data source: United Nations World Population Prospects"
"BHS","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"BHS","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"BHS","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"BHS","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BHS","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"BHS","IT.NET.BBND","Batelco, Bahamas Telecommunications Corporation."
"BHS","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"BHS","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)"
"BHS","SP.POP.GROW","Data source: United Nations World Population Prospects"
"BHS","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BHS","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders."
"BHS","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"BHS","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"BHS","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BHS","IT.MLT.MAIN","Batelco, Bahamas Telecommunications Corporation."
"BHS","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"BHS","IT.CEL.SETS","Batelco, Bahamas Telecommunications Corporation."
"BHS","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)"
"BHS","IT.CEL.SETS.P2","Batelco, Bahamas Telecommunications Corporation."
"BHS","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"BHS","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)"
"BHS","IT.NET.USER.ZS","Batelco, Bahamas Telecommunications Corporation."
"BHS","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BHS","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BHS","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BIH","IS.RRS.GOOD.MT.K6","Source: OECD"
"BIH","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"BIH","IS.RRS.PASG.KM","Source: OECD"
"BIH","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BIH","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists in all types of accommodation establishments."
"BIH","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"BIH","DT.DOD.DECT.CD","Long-term public and publicly guaranteed data for 2024 are based on reports provided by the country. Long-term private nonguaranteed debt data for 2018–2024 are World Bank staff estimates based on reports provided by the country; for 2005–2017, they are World Bank staff estimates. With the release of 2021 data, PNG data for the period 2018-2020 are revised based on reports provided by the country. Short-term debt figures are based on BIS data prior to 2018 and on the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds) thereafter."
"BIH","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"BIH","IT.NET.BBND","Public Enterprise PTT Bosnia and Herzegovina (PTT BIH). From 2002: Communications Regulatory Agency B & H."
"BIH","SM.POP.NETM","Data source: United Nations World Population Prospects"
"BIH","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"BIH","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BIH","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"BIH","IT.CEL.SETS.P2","Public Enterprise PTT Bosnia and Herzegovina (PTT BIH). From 2002: Communications Regulatory Agency B & H."
"BIH","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BIH","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"BIH","DT.DOD.DPPG.CD","Prior to 1999 data on long-term public and publicly guaranteed debt include only IBRD and IMF loans."
"BIH","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BIH","IT.NET.BBND.P2","Public Enterprise PTT Bosnia and Herzegovina (PTT BIH). From 2002: Communications Regulatory Agency B & H."
"BIH","IT.MLT.MAIN.P2","Public Enterprise PTT Bosnia and Herzegovina (PTT BIH). From 2002: Communications Regulatory Agency B & H."
"BIH","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"BIH","IT.NET.USER.ZS","Public Enterprise PTT Bosnia and Herzegovina (PTT BIH). From 2002: Communications Regulatory Agency B & H."
"BIH","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"BIH","IT.CEL.SETS","Public Enterprise PTT Bosnia and Herzegovina (PTT BIH). From 2002: Communications Regulatory Agency B & H."
"BIH","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"BIH","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BIH","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"BIH","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BIH","IT.MLT.MAIN","Public Enterprise PTT Bosnia and Herzegovina (PTT BIH). From 2002: Communications Regulatory Agency B & H."
"BIH","SP.POP.GROW","Data source: United Nations World Population Prospects"
"BIH","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"BIH","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
"BLR","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BLR","IT.CEL.SETS.P2","Beltelecom. From 2003: Ministry of Communications and Informatization."
"BLR","SP.DYN.AMRT.FE","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"BLR","IT.NET.BBND.P2","Beltelecom. From 2003: Ministry of Communications and Informatization."
"BLR","IT.NET.USER.ZS","Beltelecom. From 2003: Ministry of Communications and Informatization."
"BLR","MS.MIL.XPND.CD","1992-2000 SIPRI estimates."
"BLR","SP.DYN.CBRT.IN","Data source: Eurostat, TransMONEE, United Nations World Population Prospects"
"BLR","IT.CEL.SETS","Beltelecom. From 2003: Ministry of Communications and Informatization."
"BLR","SP.POP.TOTL","Data source: National Statistical Committee of the Republic of Belarus, Eurostat"
"BLR","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders. Data until 2015 without taking into account the Belarusian-Russian border segment. Data from 2016 including estimation of the Belarusian-Russian border segment."
"BLR","SP.POP.GROW","Data source: National Statistical Committee of the Republic of Belarus, Eurostat"
"BLR","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BLR","IS.RRS.PASG.KM","Source: OECD"
"BLR","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BLR","SP.DYN.CDRT.IN","Data source: Eurostat, TransMONEE, United Nations World Population Prospects"
"BLR","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
"BLR","IS.RRS.GOOD.MT.K6","Source: OECD"
"BLR","IT.MLT.MAIN.P2","Beltelecom. From 2003: Ministry of Communications and Informatization."
"BLR","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"BLR","MS.MIL.XPND.CN","1992-2000 SIPRI estimates."
"BLR","IT.MLT.MAIN","Beltelecom. From 2003: Ministry of Communications and Informatization."
"BLR","MS.MIL.XPND.GD.ZS","1992-2000 SIPRI estimates."
"BLR","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BLR","IT.NET.BBND","Beltelecom. From 2003: Ministry of Communications and Informatization."
"BLR","ST.INT.DPRT","Includes overnight visitors (tourists) and same-day visitors (excursionists)."
"BLR","SP.DYN.TFRT.IN","Data source: Eurostat, National Statistical Committee of the Republic of Belarus, United Nations World Population Prospects"
"BLR","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"BLR","SM.POP.NETM","Data source: United Nations World Population Prospects"
"BLR","MS.MIL.XPND.ZS","1992-2000 SIPRI estimates."
"BLR","SP.DYN.LE00.IN","Derived using male and female life expectancy"
"BLR","SP.DYN.LE00.FE.IN","Data source: National Statistical Committee of the Republic of Belarus; United Nations World Population Prospects"
"BLR","SP.DYN.LE00.MA.IN","Data source: National Statistical Committee of the Republic of Belarus; United Nations World Population Prospects"
"BLR","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2024 are World Bank staff estimates based on the original terms of the loans. Long-term private nonguaranteed and short-term debt data for 2024 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds)."
"BLR","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
